cusip,interestrate,remainingbalance,factor,gwac,wam,wala,indicator,istbaelig,cpr,date,cdr,predictedcpr,predictedcprnext,predictedcdr,predictedcdrnext,cprnext,cdrnext
3622AACC6,4.5,12045600.92,.20007096,4.936,283,68,,,,2024-08-01,,,,,,,
3622AACD4,3,5125655,.16504028,3.479,98,75,,,,2024-08-01,,,,,,,
3622AACE2,3.5,24934191.01,.27990489,3.921,267,84,,,,2024-08-01,,,,,,,
3622AACF9,3.5,28708302.25,.3015103,3.924,266,85,,,,2024-08-01,,,,,,,
3622AACG7,6,1766594.85,.35135692,6.5,111,235,,,,2024-08-01,,,,,,,
3622AACH5,4.5,6321918.56,.41489189,5,181,169,,,,2024-08-01,,,,,,,
3622AACJ1,5.5,5461192.76,.19253485,5.89,288,68,,,,2024-08-01,,,,,,,
3622AACK8,3.5,37385114.74,.35031452,3.915,270,80,,,,2024-08-01,,,,,,,
3622AACL6,3.5,33059523.52,.32465194,3.936,255,85,,,,2024-08-01,,,,,,,
3622AACM4,4.094,290979.34,.10584461,4.582,283,77,,,,2024-08-01,,,,,,,
3622AACP7,4,8032591.9,.20296868,4.408,268,84,,,,2024-08-01,,,,,,,
3622AACQ5,5,14477718.21,.32353776,5.5,169,179,,,,2024-08-01,,,,,,,
3622AACR3,3,2285639.15,.42534273,3.482,251,96,,,,2024-08-01,,,,,,,
3622AACS1,3.5,3481704.5,.38528136,3.885,225,120,,,,2024-08-01,,,,,,,
3622AACT9,3.5,25089456.02,.64786296,3.75,265,84,,,,2024-08-01,,,,,,,
3622AACU6,3,10567128.83,.46732143,3.5,255,99,,,,2024-08-01,,,,,,,
3622AACV4,3.5,7036791.85,.47071505,4,239,107,,,,2024-08-01,,,,,,,
3622AACW2,3.5,9020817.24,.36163099,4,256,97,,,,2024-08-01,,,,,,,
3622AACX0,6,6625658.79,.3362569,6.5,153,194,,,,2024-08-01,,,,,,,
3622AACZ5,5,1367133.39,.10112524,5.279,276,66,,,,2024-08-01,,,,,,,
3622AAC28,3.5,131394307.65,.36475356,3.788,201,137,,,,2024-08-01,,,,,,,
3622AAC69,3.5,241222027.11,.19875463,3.882,253,98,,,,2024-08-01,,,,,,,
3622AAC77,3,20187780.8,.28625635,3.5,224,123,,,,2024-08-01,,,,,,,
3622AAC85,6,3110301.66,.31841174,6.5,138,211,,,,2024-08-01,,,,,,,
3622AAC93,4,809272.12,.07782657,4.565,107,68,,,,2024-08-01,,,,,,,
3622AADC5,5,9171094.67,.17036858,5.5,272,84,,,,2024-08-01,,,,,,,
3622AADD3,3.5,18262086.57,.18137377,4,275,79,,,,2024-08-01,,,,,,,
3622AADE1,4,441318088.18,.28378472,4.5,170,177,,,,2024-08-01,,,,,,,
3622AADF8,5,628883997.64,.31135767,5.5,170,180,,,,2024-08-01,,,,,,,
3622AADG6,3.5,1408048396.22,.29342259,4,200,146,,,,2024-08-01,,,,,,,
3622AADH4,5,601629.5,.04193335,5.502,289,66,,,,2024-08-01,,,,,,,
3622AADJ0,4.5,95130.84,.00869323,4.965,289,67,,,,2024-08-01,,,,,,,
3622AADK7,4,1372883.34,.11970154,4.5,276,83,,,,2024-08-01,,,,,,,
3622AADL5,5,120783.17,.01993676,5.441,238,114,,,,2024-08-01,,,,,,,
3622AADM3,4,11400438.15,.27312611,4.5,191,157,,,,2024-08-01,,,,,,,
3622AADN1,4.5,12487012.9,.18658907,4.96,285,70,,,,2024-08-01,,,,,,,
3622AADP6,3.5,3837571.2,.05141125,3.941,277,77,,,,2024-08-01,,,,,,,
3622AADR2,5,764755.66,.09623117,5.448,292,68,,,,2024-08-01,,,,,,,
3622AADS0,3,29336303.94,.51441192,3.5,250,103,,,,2024-08-01,,,,,,,
3622AADT8,3,28714025.7,.51582553,3.5,212,139,,,,2024-08-01,,,,,,,
3622AADU5,4,4085429.42,.11191182,4.5,274,81,,,,2024-08-01,,,,,,,
3622AADV3,5.5,6307007.25,.33896587,6,143,206,,,,2024-08-01,,,,,,,
3622AADW1,3.5,21387644.61,.42585619,3.935,271,81,,,,2024-08-01,,,,,,,
3622AADX9,2.5,11090504.06,.43250165,3,229,120,,,,2024-08-01,,,,,,,
3622AADY7,3.5,34144401.75,.36071004,3.859,258,90,,,,2024-08-01,,,,,,,
3622AADZ4,3.5,5762090.26,.39281123,3.947,260,79,,,,2024-08-01,,,,,,,
3622AAD27,3.5,7880063.27,.2658886,3.906,261,85,,,,2024-08-01,,,,,,,
3622AAD35,8,1040822.38,.18395942,8.5,36,318,,,,2024-08-01,,,,,,,
3622AAD43,4.77,962470.89,.07656282,5.22,292,68,,,,2024-08-01,,,,,,,
3622AAD50,7.5,1043209.92,.20633462,8,39,314,,,,2024-08-01,,,,,,,
3622AAD68,7.5,434090.21,.08678528,8,25,329,,,,2024-08-01,,,,,,,
3622AAD76,7.5,1673041.45,.33163761,8,60,294,,,,2024-08-01,,,,,,,
3622AAD84,4,243150147.11,.30309125,4.5,194,154,,,,2024-08-01,,,,,,,
3622AAD92,4.5,1075097081.22,.28640855,5,167,181,,,,2024-08-01,,,,,,,
3622AAEA8,3,7680763.39,.18698595,3.507,105,67,,,,2024-08-01,,,,,,,
3622AAEB6,7,2190085.5,.24733054,7.5,50,304,,,,2024-08-01,,,,,,,
3622AAEC4,4,22499351.14,.21054343,4.499,287,66,,,,2024-08-01,,,,,,,
3622AAED2,4,20370793.94,.19479931,4.493,288,67,,,,2024-08-01,,,,,,,
3622AAEE0,5,624770.55,.05158252,5.611,294,63,,,,2024-08-01,,,,,,,
3622AAEF7,5.5,189595.52,.01923332,6.125,296,64,,,,2024-08-01,,,,,,,
3622AAEG5,3.5,559751738.85,.2990549,3.824,198,147,,,,2024-08-01,,,,,,,
3622AAEH3,4.5,795425.75,.05476355,4.937,292,67,,,,2024-08-01,,,,,,,
3622AAEJ9,6,1699111.73,.28323239,6.821,66,285,,,,2024-08-01,,,,,,,
3622AAEK6,4.142,163937.77,.06226218,4.43,292,68,,,,2024-08-01,,,,,,,
3622AAEL4,4,742084.58,.11524825,4.674,102,65,,,,2024-08-01,,,,,,,
3622AAEM2,3,2469104.96,.14840466,3.542,107,65,,,,2024-08-01,,,,,,,
3622AAEN0,6.5,1713484.81,.26027836,7,71,281,,,,2024-08-01,,,,,,,
3622AAEP5,4.642,1284517.99,.08889234,5.033,295,65,,,,2024-08-01,,,,,,,
3622AAEQ3,4.5,13557559.7,.17843918,4.937,286,70,,,,2024-08-01,,,,,,,
3622AAER1,3.5,9835831.1,.18813979,4,269,83,,,,2024-08-01,,,,,,,
3622AAES9,3.5,9895406.44,.36356774,4,245,109,,,,2024-08-01,,,,,,,
3622AAET7,3.5,5594067.38,.33757455,4,196,150,,,,2024-08-01,,,,,,,
3622AAEU4,4,7232202.08,.10076532,4.5,277,77,,,,2024-08-01,,,,,,,
3622AAEV2,3.5,8393288.43,.33466062,3.927,256,87,,,,2024-08-01,,,,,,,
3622AAEW0,5,353728.78,.02510681,5.5,209,68,,,,2024-08-01,,,,,,,
3622AAEX8,5.5,27888850.21,.33224012,6,143,207,,,,2024-08-01,,,,,,,
3622AAEY6,3,2283183219.82,.32824553,3.5,207,139,,,,2024-08-01,,,,,,,
3622AAEZ3,4,3157728.29,.57972113,4.5,194,132,,,,2024-08-01,,,,,,,
3622AAE26,3,1655475.66,.13795629,3.481,94,77,,,,2024-08-01,,,,,,,
3622AAE34,3.5,2117102.1,.41413039,4,208,135,,,,2024-08-01,,,,,,,
3622AAE42,3.5,5882552.4,.36522432,3.89,236,112,,,,2024-08-01,,,,,,,
3622AAE59,3.5,19542591.79,.34608215,3.894,261,91,,,,2024-08-01,,,,,,,
3622AAE67,5.5,3564736.09,.30095265,5.77,292,63,,,,2024-08-01,,,,,,,
3622AAE75,5.5,2835566.21,.15053195,6.015,280,70,,,,2024-08-01,,,,,,,
3622AAE83,6,1299245.64,.11052325,6.308,285,66,,,,2024-08-01,,,,,,,
3622AAE91,2.5,18808186.19,.6727834,3,253,94,,,,2024-08-01,,,,,,,
3622AAFA7,4.5,11042542.65,.21866133,4.953,284,69,,,,2024-08-01,,,,,,,
3622AAFB5,4.5,6489836.78,.12608435,5.021,293,65,,,,2024-08-01,,,,,,,
3622AAFC3,5,17008363.97,.30065066,5.45,284,68,,,,2024-08-01,,,,,,,
3622AAFD1,5,10618418.23,.20054645,5.431,287,68,,,,2024-08-01,,,,,,,
3622AAFE9,4,2653301.5,.34429584,4.5,185,160,,,,2024-08-01,,,,,,,
3622AAFF6,3.5,1690136.36,.28748166,4,244,102,,,,2024-08-01,,,,,,,
3622AAFG4,4,2209019.93,.17049332,4.5,255,99,,,,2024-08-01,,,,,,,
3622AAFH2,3,35303420.61,.33990472,3.444,250,97,,,,2024-08-01,,,,,,,
3622AAFJ8,3,18659182.55,.35828828,3.384,254,96,,,,2024-08-01,,,,,,,
3622AAFK5,5.5,9678001.07,.34248332,6,140,209,,,,2024-08-01,,,,,,,
3622AAFL3,4,2996271.65,.31907711,4.5,185,159,,,,2024-08-01,,,,,,,
3622AAFM1,3,5876749.46,.26087737,3.5,238,111,,,,2024-08-01,,,,,,,
3622AAFN9,7.5,338902.14,.06048828,8,21,334,,,,2024-08-01,,,,,,,
3622AAFP4,7,1449408.53,.22096073,7.5,44,308,,,,2024-08-01,,,,,,,
3622AAFQ2,7.5,944264.29,.16877142,8,28,326,,,,2024-08-01,,,,,,,
3622AAFR0,7,1936538.16,.28709312,7.5,49,305,,,,2024-08-01,,,,,,,
3622AAFS8,8,480090.39,.0919907,8.5,28,328,,,,2024-08-01,,,,,,,
3622AAFT6,7.5,1485117.95,.26878488,8,43,312,,,,2024-08-01,,,,,,,
3622AAFU3,3.5,28845394.59,.37599537,3.867,270,84,,,,2024-08-01,,,,,,,
3622AAFV1,5,5877310.07,.16427336,5.409,290,69,,,,2024-08-01,,,,,,,
3622AAFW9,5.5,554920.19,.06274935,6.161,288,71,,,,2024-08-01,,,,,,,
3622AAFX7,3.5,24865704.66,.69272424,4,279,74,,,,2024-08-01,,,,,,,
3622AAFY5,2.5,19041125.19,.36753242,3.019,214,133,,,,2024-08-01,,,,,,,
3622AAFZ2,2.5,1607575.09,.17533762,2.991,89,79,,,,2024-08-01,,,,,,,
3622AAF25,4,3541932.6,.09247392,4.495,292,63,,,,2024-08-01,,,,,,,
3622AAF33,6.5,1921219.41,.19096308,7,40,312,,,,2024-08-01,,,,,,,
3622AAF41,6.5,3041367.83,.29766812,7,55,300,,,,2024-08-01,,,,,,,
3622AAF58,3.5,19124579.18,.31931755,4,197,150,,,,2024-08-01,,,,,,,
3622AAF66,3,9660452.22,.29951875,3.403,216,131,,,,2024-08-01,,,,,,,
3622AAF74,2.5,1726616.04,.28714183,3,51,126,,,,2024-08-01,,,,,,,
3622AAF82,3.5,965443.82,.02553496,4.009,286,65,,,,2024-08-01,,,,,,,
3622AAF90,4.5,1601323.71,.05327254,4.848,291,65,,,,2024-08-01,,,,,,,
3622AAGA6,3.5,48092596.55,.29772064,3.906,258,93,,,,2024-08-01,,,,,,,
3622AAGB4,4,7078047.75,.33502733,4.5,178,170,,,,2024-08-01,,,,,,,
3622AAGC2,3,18000298.16,.34857974,3.5,226,124,,,,2024-08-01,,,,,,,
3622AAGD0,4.5,9388461.32,.18398711,4.953,289,65,,,,2024-08-01,,,,,,,
3622AAGE8,5,9812325.94,.1672148,5.407,288,67,,,,2024-08-01,,,,,,,
3622AAGF5,3,6866140.88,.27419213,3.5,240,110,,,,2024-08-01,,,,,,,
3622AAGG3,2,2883209.43,.45852698,2.434,222,120,,,,2024-08-01,,,,,,,
3622AAGH1,3,3820220.4,.43001406,3.5,210,135,,,,2024-08-01,,,,,,,
3622AAGJ7,3.5,7514284.57,.25109827,3.854,219,128,,,,2024-08-01,,,,,,,
3622AAGK4,6.5,1937183.27,.36458271,7.275,78,273,,,,2024-08-01,,,,,,,
3622AAGL2,6,1839890.55,.24654868,6.5,56,298,,,,2024-08-01,,,,,,,
3622AAGM0,7.5,1031555.81,.20379651,8,53,301,,,,2024-08-01,,,,,,,
3622AAGN8,5,25374586.84,.21038777,5.37,231,122,,,,2024-08-01,,,,,,,
3622AAGP3,4.357,734019.26,.04273104,4.74,290,70,,,,2024-08-01,,,,,,,
3622AAGQ1,4.464,357501.38,.03245593,4.821,290,70,,,,2024-08-01,,,,,,,
3622AAGR9,4.5,2222774.21,.21266219,5.165,298,60,,,,2024-08-01,,,,,,,
3622AAGT5,5,17137195.39,.41975888,5.397,297,61,,,,2024-08-01,,,,,,,
3622AAGU2,3.5,3548003.61,.49985842,4,280,79,,,,2024-08-01,,,,,,,
3622AAGV0,7,382757.36,.07201887,7.5,34,322,,,,2024-08-01,,,,,,,
3622AAGW8,2.5,63428646.28,.27577552,3.03,270,79,,,,2024-08-01,,,,,,,
3622AAGX6,4.5,17309711.42,.34077115,4.972,282,69,,,,2024-08-01,,,,,,,
3622AAGY4,5,9007492.36,.16093288,5.557,286,65,,,,2024-08-01,,,,,,,
3622AAGZ1,4,1772799.61,.30647068,4.389,221,120,,,,2024-08-01,,,,,,,
3622AAG24,4.418,2565206.9,.13695959,4.842,273,87,,,,2024-08-01,,,,,,,
3622AAG32,5,9446453.37,.08851938,5.427,282,78,,,,2024-08-01,,,,,,,
3622AAG40,3,4845734.44,.51087793,3.5,261,96,,,,2024-08-01,,,,,,,
3622AAG57,3,16608904.28,.25699903,3.5,245,106,,,,2024-08-01,,,,,,,
3622AAG65,3.5,8453162.62,.14883828,3.977,109,62,,,,2024-08-01,,,,,,,
3622AAG73,3,7992384.35,.24612749,3.5,228,121,,,,2024-08-01,,,,,,,
3622AAG81,3,2507627.94,.40574219,3.5,209,140,,,,2024-08-01,,,,,,,
3622AAG99,3,36568577.07,.70907075,3.5,263,88,,,,2024-08-01,,,,,,,
3622AAHA5,3.5,7382267.58,.05431804,4.028,300,59,,,,2024-08-01,,,,,,,
3622AAHB3,5,5775306.09,.114259,5.696,294,64,,,,2024-08-01,,,,,,,
3622AAHC1,2.5,10528779.44,.23396767,3.039,280,72,,,,2024-08-01,,,,,,,
3622AAHD9,3.5,33351630.16,.37640075,3.897,265,85,,,,2024-08-01,,,,,,,
3622AAHF4,4.5,6691247.66,.25287281,5,262,91,,,,2024-08-01,,,,,,,
3622AAHG2,2.5,11619618.48,.37712566,3.053,248,102,,,,2024-08-01,,,,,,,
3622AAHH0,2.5,30114677.12,.38995529,3.028,208,137,,,,2024-08-01,,,,,,,
3622AAHJ6,2.5,7557317.52,.2069516,2.928,65,108,,,,2024-08-01,,,,,,,
3622AAHK3,3.625,1227779.2,.06529013,4.306,279,81,,,,2024-08-01,,,,,,,
3622AAHM9,3,17961199.03,.22466974,3.443,259,92,,,,2024-08-01,,,,,,,
3622AAHN7,3,9405646.75,.29901722,3.416,226,122,,,,2024-08-01,,,,,,,
3622AAHP2,3,18238629.82,.69572069,3.5,267,81,,,,2024-08-01,,,,,,,
3622AAHQ0,3.5,7690159.39,.27802863,4,268,86,,,,2024-08-01,,,,,,,
3622AAHT4,7.5,524027.87,.08555524,8,31,325,,,,2024-08-01,,,,,,,
3622AAHU1,7,1168215.82,.1768815,7.5,61,291,,,,2024-08-01,,,,,,,
3622AAHV9,6.5,1463097.11,.16269852,7,49,305,,,,2024-08-01,,,,,,,
3622AAHW7,3.367,1754340.42,.13415294,3.863,300,60,,,,2024-08-01,,,,,,,
3622AAHX5,4.5,2412704.03,.04924187,4.965,280,68,,,,2024-08-01,,,,,,,
3622AAHY3,4.5,48488519.24,.42815528,4.905,299,59,,,,2024-08-01,,,,,,,
3622AAHZ0,3,22721091.4,.30210235,3.5,250,103,,,,2024-08-01,,,,,,,
3622AAH23,3,5687020.13,.4208956,3.471,264,88,,,,2024-08-01,,,,,,,
3622AAH31,3.5,3569599.6,.34368657,3.909,236,111,,,,2024-08-01,,,,,,,
3622AAH49,4,2159891.64,.28361772,4.5,256,100,,,,2024-08-01,,,,,,,
3622AAH64,2.5,3301227.13,.18726018,3,111,59,,,,2024-08-01,,,,,,,
3622AAH72,4.5,23411172.09,.367786,4.941,290,64,,,,2024-08-01,,,,,,,
3622AAH80,2.5,5986645.44,.68737669,3,250,94,,,,2024-08-01,,,,,,,
3622AAH98,3,4744541.31,.09488892,3.527,294,57,,,,2024-08-01,,,,,,,
3622AAJC9,3,11299711.05,.09668259,3.52,294,57,,,,2024-08-01,,,,,,,
3622AAJD7,3,5410472.79,.10820729,3.533,300,57,,,,2024-08-01,,,,,,,
3622AAJE5,3.5,1402933.09,.1888319,3.921,78,95,,,,2024-08-01,,,,,,,
3622AAJG0,5,14655881.02,.28903555,5.56,290,63,,,,2024-08-01,,,,,,,
3622AAJH8,5,12189354.3,.1970621,5.502,290,65,,,,2024-08-01,,,,,,,
3622AAJJ4,3,5410472.9,.10820729,3.533,300,57,,,,2024-08-01,,,,,,,
3622AAJN5,3.5,3247154.72,.22215838,4,229,120,,,,2024-08-01,,,,,,,
3622AAJP0,4.5,4165237.25,.29820819,5,255,103,,,,2024-08-01,,,,,,,
3622AAJQ8,3,7869063.62,.10781142,3.495,275,79,,,,2024-08-01,,,,,,,
3622AAJR6,2.5,2549554.08,.24368462,2.933,73,100,,,,2024-08-01,,,,,,,
3622AAJS4,3.5,1751584.37,.14737852,3.911,252,102,,,,2024-08-01,,,,,,,
3622AAJT2,3.5,9356171.15,.37383283,3.828,184,132,,,,2024-08-01,,,,,,,
3622AAJU9,4,3663303.79,.30124015,4.37,225,123,,,,2024-08-01,,,,,,,
3622AAJW5,2.5,12827393.75,.69295674,3,252,95,,,,2024-08-01,,,,,,,
3622AAJX3,6.5,8901660.59,.29500894,7,72,279,,,,2024-08-01,,,,,,,
3622AAJZ8,8.5,588905.74,.11675056,9,43,310,,,,2024-08-01,,,,,,,
3622AAJ21,8,1233868.97,.18126933,8.5,44,310,,,,2024-08-01,,,,,,,
3622AAJ39,5.5,8889172.34,.18632923,5.898,288,68,,,,2024-08-01,,,,,,,
3622AAJ47,5,7355581.58,.1306842,5.515,284,70,,,,2024-08-01,,,,,,,
3622AAJ54,5,13108033.9,.22502646,5.493,283,69,,,,2024-08-01,,,,,,,
3622AAJ62,5,1453012.7,.23642622,5.501,283,74,,,,2024-08-01,,,,,,,
3622AAJ70,5,6427196.03,.38555337,5.516,274,73,,,,2024-08-01,,,,,,,
3622AAJ88,5,2013812.46,.07704962,5.688,289,64,,,,2024-08-01,,,,,,,
3622AAKA1,3,10064192.18,.20034442,3.412,52,123,,,,2024-08-01,,,,,,,
3622AAKB9,3.5,10022158.85,.34438576,3.862,230,117,,,,2024-08-01,,,,,,,
3622AAKC7,3.5,35203533.85,.40001398,3.905,262,89,,,,2024-08-01,,,,,,,
3622AAKD5,3.5,20329589.85,.45869163,3.922,263,85,,,,2024-08-01,,,,,,,
3622AAKE3,3.5,13708696.97,.36046208,3.973,262,91,,,,2024-08-01,,,,,,,
3622AAKF0,3.5,31747318.45,.30749035,3.937,267,88,,,,2024-08-01,,,,,,,
3622AAKG8,3.5,14278238.98,.39426331,3.839,264,92,,,,2024-08-01,,,,,,,
3622AAKH6,3.5,2042233.66,.11661005,3.896,46,131,,,,2024-08-01,,,,,,,
3622AAKJ2,2.5,8105166.47,.73309652,3,286,63,,,,2024-08-01,,,,,,,
3622AAKK9,2.5,8869954.4,.2240286,2.932,76,97,,,,2024-08-01,,,,,,,
3622AAKL7,4,6244642.39,.17423524,4.308,269,88,,,,2024-08-01,,,,,,,
3622AAKM5,4,4261069.32,.16952841,4.538,289,68,,,,2024-08-01,,,,,,,
3622AAKN3,3,7570810.24,.10094279,3.507,298,56,,,,2024-08-01,,,,,,,
3622AAKP8,3.5,23267178.05,.18188973,3.95,114,59,,,,2024-08-01,,,,,,,
3622AAKQ6,4.5,24439377.6,.35384074,5,253,102,,,,2024-08-01,,,,,,,
3622AAKR4,3,5812412.82,.10567831,3.502,297,56,,,,2024-08-01,,,,,,,
3622AAKS2,3,38591558.34,.56592265,3.477,299,57,,,,2024-08-01,,,,,,,
3622AAKW3,6,2302918.7,.4349963,6.5,156,194,,,,2024-08-01,,,,,,,
3622AAKX1,6,2311516.88,.4189289,6.5,130,220,,,,2024-08-01,,,,,,,
3622AAKY9,3.019,1955760.07,.10922137,3.546,299,61,,,,2024-08-01,,,,,,,
3622AAKZ6,6,2576092.91,.40023244,6.5,100,249,,,,2024-08-01,,,,,,,
3622AAK29,6,2517645.47,.39397935,6.5,95,254,,,,2024-08-01,,,,,,,
3622AAK37,6,1204835.98,.23606687,6.5,61,289,,,,2024-08-01,,,,,,,
3622AAK45,6,2696473.93,.37771957,6.486,113,237,,,,2024-08-01,,,,,,,
3622AAK52,4.5,4902935.18,.20260899,4.978,303,56,,,,2024-08-01,,,,,,,
3622AAK78,3,2973591.84,.11893891,3.512,295,55,,,,2024-08-01,,,,,,,
3622AAK86,4,18059467.36,.35887885,4.456,296,61,,,,2024-08-01,,,,,,,
3622AAK94,4.5,12907911.31,.33580717,4.803,293,63,,,,2024-08-01,,,,,,,
3622AALA0,5,23271581.87,.30760018,5.483,286,66,,,,2024-08-01,,,,,,,
3622AALC6,3,5218152.3,.09920373,3.44,292,55,,,,2024-08-01,,,,,,,
3622AALD4,3,2538293.49,.4022603,3.398,251,97,,,,2024-08-01,,,,,,,
3622AALE2,4.5,6960443.51,.32541456,5,249,99,,,,2024-08-01,,,,,,,
3622AALK8,4.5,17411087.21,.33053417,4.934,297,59,,,,2024-08-01,,,,,,,
3622AALL6,3,73958093.18,.30454504,3.518,302,54,,,,2024-08-01,,,,,,,
3622AALM4,3,40854540.77,.34459178,3.529,300,54,,,,2024-08-01,,,,,,,
3622AALN2,3,96012266.65,.51486975,3.493,303,55,,,,2024-08-01,,,,,,,
3622AALP7,3,78195013.61,.23135305,3.478,268,83,,,,2024-08-01,,,,,,,
3622AALQ5,3.5,18157168.14,.44403825,4.035,303,56,,,,2024-08-01,,,,,,,
3622AALR3,4,8383456.87,.46186689,4.412,302,55,,,,2024-08-01,,,,,,,
3622AALS1,3,19935681.55,.31263637,3.48,300,53,,,,2024-08-01,,,,,,,
3622AALT9,3,7674957.88,.46097742,3.549,298,53,,,,2024-08-01,,,,,,,
3622AALU6,3,8058161.62,.43698012,3.532,302,53,,,,2024-08-01,,,,,,,
3622AALV4,3,15961111.25,.37857097,3.506,301,53,,,,2024-08-01,,,,,,,
3622AALW2,3,13626275.01,.3379403,3.497,303,53,,,,2024-08-01,,,,,,,
3622AALX0,3,16918223.09,.41605425,3.566,303,56,,,,2024-08-01,,,,,,,
3622AALY8,3,30415754.73,.51700537,3.488,291,55,,,,2024-08-01,,,,,,,
3622AALZ5,3,46602282.27,.44387237,3.532,297,54,,,,2024-08-01,,,,,,,
3622AAL28,3,69466544.4,.38262448,3.496,294,53,,,,2024-08-01,,,,,,,
3622AAL36,3.5,157693249.98,.3414936,3.93,299,55,,,,2024-08-01,,,,,,,
3622AAL44,3.5,226473641.32,.31284824,3.948,301,55,,,,2024-08-01,,,,,,,
3622AAL51,3.5,88689092.66,.45429591,3.954,302,55,,,,2024-08-01,,,,,,,
3622AAL69,4,19897809.1,.30463588,4.441,295,57,,,,2024-08-01,,,,,,,
3622AAL77,4,13529035.07,.24616531,4.44,297,55,,,,2024-08-01,,,,,,,
3622AAL85,4,29515316.7,.24497852,4.474,302,55,,,,2024-08-01,,,,,,,
3622AAL93,4,37644867.54,.37405671,4.419,298,59,,,,2024-08-01,,,,,,,
3622AAMA9,3,28058302.04,.21620664,3.521,304,54,,,,2024-08-01,,,,,,,
3622AAMB7,3,20858229.92,.40405153,3.474,302,53,,,,2024-08-01,,,,,,,
3622AAMC5,3,22041480.44,.38619547,3.498,298,54,,,,2024-08-01,,,,,,,
3622AAMD3,4.5,17769334.13,.32356995,4.92,299,56,,,,2024-08-01,,,,,,,
3622AAME1,4.5,800066.26,.03237125,5,304,53,,,,2024-08-01,,,,,,,
3622AAMF8,4,3714570.93,.13270661,4.459,300,53,,,,2024-08-01,,,,,,,
3622AAMG6,4,9512009.42,.47408406,4.41,302,53,,,,2024-08-01,,,,,,,
3622AAMH4,3.5,15185713.74,.22447178,3.944,119,56,,,,2024-08-01,,,,,,,
3622AAMJ0,4,11926451.49,.25089234,4.519,117,57,,,,2024-08-01,,,,,,,
3622AAMK7,3.5,10601276.07,.24863049,4.086,299,59,,,,2024-08-01,,,,,,,
3622AAML5,3.5,306432468.95,.30709754,3.936,300,55,,,,2024-08-01,,,,,,,
3622AAMM3,3,280983085.13,.40515712,3.508,300,54,,,,2024-08-01,,,,,,,
3622AAMN1,3,10048123.07,.1691232,3.472,294,56,,,,2024-08-01,,,,,,,
3622AAMP6,3.5,22223854.9,.2145799,4.014,303,54,,,,2024-08-01,,,,,,,
3622AAMQ4,3.5,38646342.95,.20709987,4.033,303,54,,,,2024-08-01,,,,,,,
3622AAMR2,3.5,54382400.83,.21454952,4.039,302,54,,,,2024-08-01,,,,,,,
3622AAMT8,4,2077936.2,.07862006,4.486,306,52,,,,2024-08-01,,,,,,,
3622AAMU5,4.5,98375.55,.01967117,5.186,304,54,,,,2024-08-01,,,,,,,
3622AAMW1,3.5,2321023.81,.24189355,3.88,70,105,,,,2024-08-01,,,,,,,
3622AAMY7,4.5,603255.23,.03660674,4.998,300,52,,,,2024-08-01,,,,,,,
3622AAMZ4,3,12530180.91,.54043767,3.553,302,55,,,,2024-08-01,,,,,,,
3622AAM27,4,2062759.41,.16068789,4.485,299,53,,,,2024-08-01,,,,,,,
3622AAM43,3,1482726.62,.18825293,3.625,298,52,,,,2024-08-01,,,,,,,
3622AAM50,3,8360333.05,.17179324,3.375,46,130,,,,2024-08-01,,,,,,,
3622AAM68,3.5,3400654.4,.09229735,4.053,305,53,,,,2024-08-01,,,,,,,
3622AAM76,4,6651049.3,.25728311,4.513,298,58,,,,2024-08-01,,,,,,,
3622AAM84,4,4215434.51,.22362875,4.422,297,52,,,,2024-08-01,,,,,,,
3622AAM92,3.75,233933304.9,.33642315,4.25,188,159,,,,2024-08-01,,,,,,,
3622AANA8,3.5,43544860.08,.21647976,3.92,272,81,,,,2024-08-01,,,,,,,
3622AANB6,3.25,63472530.02,.35083622,3.75,197,147,,,,2024-08-01,,,,,,,
3622AANC4,3.5,200836512.56,.42362358,3.82,216,130,,,,2024-08-01,,,,,,,
3622AAND2,4.25,191608061.98,.33410255,4.75,186,162,,,,2024-08-01,,,,,,,
3622AANE0,4,7033796,.21445869,4.512,109,64,,,,2024-08-01,,,,,,,
3622AANF7,3.5,282231966.71,.34769412,3.816,219,127,,,,2024-08-01,,,,,,,
3622AANG5,3,176602100.41,.41252176,3.386,212,132,,,,2024-08-01,,,,,,,
3622AANH3,4,104547317.08,.34515604,4.5,189,161,,,,2024-08-01,,,,,,,
3622AANJ9,2.5,1024412.86,.19516875,2.859,83,91,,,,2024-08-01,,,,,,,
3622AANK6,3.5,2628761.78,.48516455,3.926,258,87,,,,2024-08-01,,,,,,,
3622AANL4,3.5,13149296.3,.22457218,4.006,302,56,,,,2024-08-01,,,,,,,
3622AANM2,3.5,2103731.77,.36357316,4,206,142,,,,2024-08-01,,,,,,,
3622AANN0,3,6345034.89,.23631778,3.444,86,87,,,,2024-08-01,,,,,,,
3622AANP5,3.5,96367570.12,.42753582,3.823,212,130,,,,2024-08-01,,,,,,,
3622AANQ3,6,1451024.96,.28958279,6.5,87,263,,,,2024-08-01,,,,,,,
3622AANR1,5.5,7398379.25,.3982752,6,109,238,,,,2024-08-01,,,,,,,
3622AANS9,3.5,59634227.98,.36129148,4,216,130,,,,2024-08-01,,,,,,,
3622AANT7,3,53094738.08,.40485416,3.5,208,134,,,,2024-08-01,,,,,,,
3622AANV2,3,9300153,.26555235,3.394,59,115,,,,2024-08-01,,,,,,,
