cmo,cusip,faceincmo,date
2024-146-3B,3618JBQQ7, 1777356.00,2024-09-01
2024-146-3B,3618JE2E4, 4092564.00,2024-09-01
2024-146-4A,3618F63E4, 4880796.00,2024-09-01
2024-146-4A,3618G2D76, 1337397.00,2024-09-01
2024-146-4A,3618GTDA0, 3290300.00,2024-09-01
2024-146-4A,3618GVEQ9, 2108076.00,2024-09-01
2024-146-4A,3618H72B7, 1599895.00,2024-09-01
2024-146-4A,3618HPVV1, 1154431.00,2024-09-01
2024-146-4A,3618HSR65, 4086633.00,2024-09-01
2024-146-4A,3618HSTY2, 1021282.00,2024-09-01
2024-146-4A,3618J2SK8, 1214850.00,2024-09-01
2024-146-4A,3618J2YW5, 1086848.00,2024-09-01
2024-146-4A,3618J7BJ8, 1051820.00,2024-09-01
2024-146-4A,3618JELU7, 359456.00,2024-09-01
2024-146-4A,3622ACRC6, 24586982.00,2024-09-01
2024-146-4B,3618HEUD7, 1287732.00,2024-09-01
2024-146-4B,3618HFLZ5, 1048726.00,2024-09-01
2024-146-4B,3618HXEJ0, 1620570.00,2024-09-01
2024-146-4B,3622ADCK2, 8601115.00,2024-09-01
2024-146-4C,3617FW3P4, 367525.00,2024-09-01
2024-146-4C,3617FW3W9, 250000.00,2024-09-01
2024-146-4C,3618AGT66, 2191122.00,2024-09-01
2024-146-4C,3618AGT74, 2688917.00,2024-09-01
2024-146-4C,3618AMFE1, 714256.00,2024-09-01
2024-146-4C,3618BBUY3, 1498380.00,2024-09-01
2024-146-5,3618GJQU4, 1158174.00,2024-09-01
2024-146-5,3618GKNW0, 1447048.00,2024-09-01
2024-146-5,3618H5SJ6, 1277049.00,2024-09-01
2024-146-5,3618H96C7, 2111466.00,2024-09-01
2024-146-5,3618HAVU6, 1824386.00,2024-09-01
2024-146-5,3618HEV46, 1612516.00,2024-09-01
2024-146-5,3618HEVZ7, 1407174.00,2024-09-01
2024-146-5,3618HEWH6, 1256696.00,2024-09-01
2024-146-5,3618HFXQ2, 1068972.00,2024-09-01
2024-146-5,3618HL5J6, 1438784.00,2024-09-01
2024-146-5,3618HL5U1, 1688336.00,2024-09-01
2024-146-5,3618HMJG5, 1075174.00,2024-09-01
2024-146-5,3618HNFJ1, 2107877.00,2024-09-01
2024-146-5,3618HSNB8, 1505753.00,2024-09-01
2024-146-5,3618HUS44, 1943884.00,2024-09-01
2024-146-5,3618HVG37, 1074107.00,2024-09-01
2024-146-5,3618J0LQ6, 1107122.00,2024-09-01
2024-146-5,3618J0W76, 2944390.00,2024-09-01
2024-146-5,3622ADCS5, 73646647.00,2024-09-01
2024-146-6,36179WR42, 324930.00,2024-09-01
2024-146-6,36179Y2G8, 2901840.00,2024-09-01
2024-146-6,36179Y5G5, 2334739.00,2024-09-01
2024-146-6,36179YPC2, 478659.00,2024-09-01
2024-146-6,36179YRD8, 7096773.00,2024-09-01
2024-146-6,36179YWZ3, 4668279.00,2024-09-01
2024-146-6,36179YYS7, 8956650.00,2024-09-01
2024-146-7,3618HEUC9, 2210012.00,2024-09-01
2024-146-7,3618HT3X0, 6676816.00,2024-09-01
2024-146-7,3618HUCG4, 12728798.00,2024-09-01
2024-146-7,3618HYUF8, 2444869.00,2024-09-01
2024-146-7,3618J6DA7, 1162104.00,2024-09-01
2024-146-7,3618J6WA6, 4820196.00,2024-09-01
2024-146-8,3618AGT82, 5408233.00,2024-09-01
2024-146-8,3618B9LJ1, 1120175.00,2024-09-01
2024-146-8,3618H7LR1, 722655.00,2024-09-01
2024-146-8,3618HAMB8, 9645266.00,2024-09-01
2024-146-8,3618HCPM7, 2749892.00,2024-09-01
2024-146-8,3618HPVP4, 1249528.00,2024-09-01
2024-146-8,3618HSXD3, 13215459.00,2024-09-01
2024-146-8,3618HUCN9, 16691771.00,2024-09-01
2024-146-8,3618J4BH9, 9394444.00,2024-09-01
2024-146-9,3618HA4D4, 93127.00,2024-09-01
2024-146-9,3618HLBD2, 945218.00,2024-09-01
2024-146-9,3618HMQA0, 603112.00,2024-09-01
2024-146-9,3618HNTN7, 127721.00,2024-09-01
2024-146-9,3618HQXZ8, 884394.00,2024-09-01
2024-146-9,3618HSHH2, 82927.00,2024-09-01
2024-146-9,3618HTVU5, 2296361.00,2024-09-01
2024-146-9,3618HTX74, 1452015.00,2024-09-01
2024-146-9,3618HV3U1, 2994018.00,2024-09-01
2024-146-9,3618HXMJ1, 239317.00,2024-09-01
2024-146-9,3618HXMK8, 5668598.00,2024-09-01
2024-146-9,3618J0M44, 174703.00,2024-09-01
2024-146-9,3618J1KD4, 7910374.00,2024-09-01
2024-146-9,3618J1V26, 602590.00,2024-09-01
2024-146-9,3618J1VX8, 116699.00,2024-09-01
2024-146-9,3618J1VZ3, 67694.00,2024-09-01
2024-146-9,3618J1Z22, 359992.00,2024-09-01
2024-146-9,3618J1ZW6, 218463.00,2024-09-01
2024-146-9,3618J4A72, 6039897.00,2024-09-01
2024-146-9,3618J6WC2, 727058.00,2024-09-01
2024-146-9,3618J9B62, 421709.00,2024-09-01
2024-146-9,3618J9B70, 321258.00,2024-09-01
2024-146-9,3618JABH5, 201786.00,2024-09-01
2024-146-9,3618JABK8, 1841350.00,2024-09-01
2024-146-9,3618JAGG2, 195719.00,2024-09-01
2024-146-9,3618JAYK3, 28032174.00,2024-09-01
2024-146-9,3618JBZB0, 3125106.00,2024-09-01
2024-146-10,3618J8TS7, 5796412.00,2024-09-01
2024-146-10,3618J8U30, 4619236.00,2024-09-01
2024-146-10,3618JBHD6, 3934517.00,2024-09-01
2024-146-10,3618JBKG5, 17331661.00,2024-09-01
2024-146-10,3618JC5L9, 11551389.00,2024-09-01
2024-146-10,3618JFL34, 13866992.00,2024-09-01
2024-146-11,3617FYPE1, 500000.00,2024-09-01
2024-146-11,3618A85F0, 500000.00,2024-09-01
2024-146-11,3618H72F8, 1079487.00,2024-09-01
2024-146-11,3618H72G6, 1220603.00,2024-09-01
2024-146-11,3618H72H4, 1801431.00,2024-09-01
2024-146-11,3618HPWJ7, 1388582.00,2024-09-01
2024-146-11,3618HPWK4, 1204340.00,2024-09-01
2024-146-11,3618HPZR6, 1006501.00,2024-09-01
2024-146-11,3618HSU20, 1263807.00,2024-09-01
2024-146-11,3618HSV94, 7075402.00,2024-09-01
2024-146-11,3618HSXD3, 2106345.00,2024-09-01
2024-146-11,3618HVQ28, 14845588.00,2024-09-01
2024-146-11,3618HVQE2, 10125791.00,2024-09-01
2024-146-11,3618HWFX0, 1678336.00,2024-09-01
2024-146-11,3618J0KX2, 1400909.00,2024-09-01
2024-146-11,3618J1Q71, 2168905.00,2024-09-01
2024-146-11,3618J2WK3, 4142087.00,2024-09-01
2024-146-11,3618J4BG1, 4335887.00,2024-09-01
2024-146-11,3618J6CJ9, 1130190.00,2024-09-01
2024-146-11,3618J6CL4, 1026672.00,2024-09-01
2024-146-11,3618J6W24, 2396357.00,2024-09-01
2024-146-11,3618J7BN9, 1013029.00,2024-09-01
2024-146-11,3618J7WW6, 1159392.00,2024-09-01
2024-146-11,3618J8TX6, 2733888.00,2024-09-01
2024-146-11,3618J9RF5, 1000571.00,2024-09-01
2024-146-11,3618J9X50, 1118993.00,2024-09-01
2024-146-11,3618JE4U6, 2042343.00,2024-09-01
2024-146-11,3618JE4V4, 1291690.00,2024-09-01
2024-146-11,3618JE5L5, 1135752.00,2024-09-01
2024-146-11,3618JE5M3, 1146549.00,2024-09-01
2024-146-11,36202U6E8, 1296146.00,2024-09-01
2024-146-12,3618GSH26, 682496.00,2024-09-01
2024-146-12,3618GSHY6, 1750759.00,2024-09-01
2024-146-12,3618GSJA6, 1545391.00,2024-09-01
2024-146-12,3618GVGB0, 660737.00,2024-09-01
2024-146-12,3618H6D43, 1086928.00,2024-09-01
2024-146-12,3618H73H3, 3004925.00,2024-09-01
2024-146-12,3618HAMA0, 6195050.00,2024-09-01
2024-146-12,3618HMQT9, 6090400.00,2024-09-01
2024-146-12,3618HMQU6, 7379906.00,2024-09-01
2024-146-12,3618HMQV4, 3030230.00,2024-09-01
2024-146-12,3618HMQW2, 9005870.00,2024-09-01
2024-146-12,3618HN6V4, 754061.00,2024-09-01
2024-146-12,3618HN6W2, 688470.00,2024-09-01
2024-146-12,3618HPW57, 933534.00,2024-09-01
2024-146-12,3618HPWE8, 1035932.00,2024-09-01
2024-146-12,3618HPWF5, 1297503.00,2024-09-01
2024-146-12,3618HPXL1, 721282.00,2024-09-01
2024-146-12,3618HPZB1, 914678.00,2024-09-01
2024-146-12,3618HPZC9, 718575.00,2024-09-01
2024-146-12,3618HPZK1, 650446.00,2024-09-01
2024-146-12,3618HPZM7, 657361.00,2024-09-01
2024-146-12,3618HPZN5, 726460.00,2024-09-01
2024-146-12,3618HPZQ8, 1039096.00,2024-09-01
2024-146-12,3618HSSJ6, 1133624.00,2024-09-01
2024-146-12,3618HSSK3, 1609853.00,2024-09-01
2024-146-12,3618HSSL1, 2451772.00,2024-09-01
2024-146-12,3618HSV37, 6207454.00,2024-09-01
2024-146-12,3618HSV45, 4968032.00,2024-09-01
2024-146-12,3618HSV52, 6197152.00,2024-09-01
2024-146-12,3618HSV60, 3138052.00,2024-09-01
2024-146-12,3618HSVG8, 4399324.00,2024-09-01
2024-146-12,3618HSVV5, 6283428.00,2024-09-01
2024-146-12,3618HSVX1, 4397761.00,2024-09-01
2024-146-12,3618HSVY9, 6249042.00,2024-09-01
2024-146-12,3618HSVZ6, 4339119.00,2024-09-01
2024-146-12,3618HSW36, 4968133.00,2024-09-01
2024-146-12,3618HSWG7, 1770285.00,2024-09-01
2024-146-12,3618HSWK8, 4361221.00,2024-09-01
2024-146-12,3618HSWS1, 829166.00,2024-09-01
2024-146-12,3618HSWT9, 644227.00,2024-09-01
2024-146-12,3618HSXC5, 3098201.00,2024-09-01
2024-146-12,3618HSXM3, 6187250.00,2024-09-01
2024-146-12,3618HVBV0, 763550.00,2024-09-01
2024-146-12,3618HVQJ1, 4885453.00,2024-09-01
2024-146-12,3618HVQZ5, 5572924.00,2024-09-01
2024-146-12,3618HVRB7, 5019087.00,2024-09-01
2024-146-12,3618HVW62, 1160496.00,2024-09-01
2024-146-12,3618HVW96, 5291694.00,2024-09-01
2024-146-12,3618HVWS4, 614619.00,2024-09-01
2024-146-12,3618HVXC8, 2404158.00,2024-09-01
2024-146-12,3618HVXD6, 1919022.00,2024-09-01
2024-146-12,3618HXHQ1, 5427406.00,2024-09-01
2024-146-12,3618J0F75, 627316.00,2024-09-01
2024-146-12,3618J0F83, 1193990.00,2024-09-01
2024-146-12,3618J0F91, 1494099.00,2024-09-01
2024-146-12,3618J0W84, 2475474.00,2024-09-01
2024-146-12,3618J37L7, 1703434.00,2024-09-01
2024-146-12,3618J7WP1, 2665934.00,2024-09-01
2024-146-12,3618J7WQ9, 3995354.00,2024-09-01
2024-146-12,3618J7WR7, 6010336.00,2024-09-01
2024-146-12,3618JAFL2, 725410.00,2024-09-01
2024-146-12,3618JAGL1, 702643.00,2024-09-01
2024-146-12,3618JAHF3, 823524.00,2024-09-01
2024-146-12,3618JBJZ5, 4042530.00,2024-09-01
2024-146-12,3618JC4J5, 3371745.00,2024-09-01
2024-146-12,3618JC4X4, 2985627.00,2024-09-01
2024-146-12,3618JFNG3, 7017109.00,2024-09-01
2024-146-12,3618JHHT8, 3425339.00,2024-09-01
2024-146-13,3618GJ5T0, 1641183.00,2024-09-01
2024-146-13,3618GQC25, 1998112.00,2024-09-01
2024-146-13,3618GQCL3, 1077021.00,2024-09-01
2024-146-13,3618GQCM1, 1434840.00,2024-09-01
2024-146-13,3618GQDT5, 1148486.00,2024-09-01
2024-146-13,3618GQEB3, 1163076.00,2024-09-01
2024-146-13,3618GQGR6, 1569936.00,2024-09-01
2024-146-13,3618GQJC6, 1059882.00,2024-09-01
2024-146-13,3618GWVS4, 1160785.00,2024-09-01
2024-146-13,3618H73C4, 1098096.00,2024-09-01
2024-146-13,3618HEVJ3, 1445833.00,2024-09-01
2024-146-13,3618HEWF0, 1362200.00,2024-09-01
2024-146-13,3618HFPG3, 1624328.00,2024-09-01
2024-146-13,3618HFV43, 1467836.00,2024-09-01
2024-146-13,3618HFV50, 1284715.00,2024-09-01
2024-146-13,3618HFV68, 1448806.00,2024-09-01
2024-146-13,3618HFVN1, 1411878.00,2024-09-01
2024-146-13,3618HFVQ4, 1063699.00,2024-09-01
2024-146-13,3618HFWA8, 1151072.00,2024-09-01
2024-146-13,3618HKU68, 2258599.00,2024-09-01
2024-146-13,3618HLGT2, 1082828.00,2024-09-01
2024-146-13,3618HLNU1, 2050786.00,2024-09-01
2024-146-13,3618HLPV7, 1749881.00,2024-09-01
2024-146-13,3618HN4T1, 1222712.00,2024-09-01
2024-146-13,3618HN4U8, 1487063.00,2024-09-01
2024-146-13,3618HN4Z7, 1518401.00,2024-09-01
2024-146-13,3618HN7E1, 1061952.00,2024-09-01
2024-146-13,3618HN7F8, 1075918.00,2024-09-01
2024-146-13,3618HNRR0, 1402879.00,2024-09-01
2024-146-13,3618HPU59, 1781354.00,2024-09-01
2024-146-13,3618HPVT6, 1192301.00,2024-09-01
2024-146-13,3618HPW73, 1027607.00,2024-09-01
2024-146-13,3618HPZ70, 1293512.00,2024-09-01
2024-146-13,3618HSBE5, 1308405.00,2024-09-01
2024-146-13,3618HSGK6, 1182398.00,2024-09-01
2024-146-13,3618HSS72, 1065539.00,2024-09-01
2024-146-13,3618HSSB3, 2140560.00,2024-09-01
2024-146-13,3618HSSD9, 1003104.00,2024-09-01
2024-146-13,3618HSSE7, 3731230.00,2024-09-01
2024-146-13,3618HSWP7, 2664216.00,2024-09-01
2024-146-13,3618HSYA8, 1205565.00,2024-09-01
2024-146-13,3618HSYC4, 2840766.00,2024-09-01
2024-146-13,3618HSYJ9, 2071126.00,2024-09-01
2024-146-13,3618HSYK6, 1420465.00,2024-09-01
2024-146-13,3618HUBT7, 1387476.00,2024-09-01
2024-146-13,3618HVQV4, 1631230.00,2024-09-01
2024-146-13,3618HVSE0, 1073993.00,2024-09-01
2024-146-13,3618HVSF7, 1324100.00,2024-09-01
2024-146-13,3618HYG98, 1526972.00,2024-09-01
2024-146-13,3618J0FQ3, 1282277.00,2024-09-01
2024-146-13,3618J0FR1, 1247015.00,2024-09-01
2024-146-13,3618J0FS9, 1003292.00,2024-09-01
2024-146-13,3618J0P82, 1230725.00,2024-09-01
2024-146-13,3618J12M4, 1310640.00,2024-09-01
2024-146-13,3618J13F8, 1240422.00,2024-09-01
2024-146-13,3618J1UP6, 2120020.00,2024-09-01
2024-146-13,3618J2D57, 1112820.00,2024-09-01
2024-146-13,3618J2D65, 1033382.00,2024-09-01
2024-146-13,3618J36S3, 1248704.00,2024-09-01
2024-146-13,3618J36T1, 1407933.00,2024-09-01
2024-146-13,3618J36U8, 1116232.00,2024-09-01
2024-146-13,3618J3RA9, 1185824.00,2024-09-01
2024-146-13,3618J3RB7, 1133480.00,2024-09-01
2024-146-13,3618J3RJ0, 1447975.00,2024-09-01
2024-146-13,3618J3RW1, 1197149.00,2024-09-01
2024-146-13,3618J4BD8, 1118835.00,2024-09-01
2024-146-13,3618J9W44, 2354946.00,2024-09-01
2024-146-13,3618J9WZ5, 1607221.00,2024-09-01
2024-146-13,3618JAFE8, 1060243.00,2024-09-01
2024-146-13,3618JAHB2, 1047485.00,2024-09-01
2024-146-13,3618JAHC0, 1175023.00,2024-09-01
2024-146-T,3618H4XL8, 45154.00,2024-09-01
2024-147-1A,3618GXY91, 1076441.00,2024-09-01
2024-147-1A,3618H8Y53, 1822749.00,2024-09-01
2024-147-1B,3618GB6Q2, 1341428.00,2024-09-01
2024-147-1B,3618HAKQ7, 2837706.00,2024-09-01
2024-147-1C,3618BRU36, 3989618.00,2024-09-01
2024-147-1C,3618GB6R0, 1048975.00,2024-09-01
2024-147-1C,3618GLQN5, 2960627.00,2024-09-01
2024-147-1C,3618GXS72, 3473888.00,2024-09-01
2024-147-1C,3618GXZM1, 2051839.00,2024-09-01
2024-147-1C,3618H56E1, 1294838.00,2024-09-01
2024-147-1C,3618HUZT1, 1088958.00,2024-09-01
2024-147-1D,3618BRU28, 4058042.00,2024-09-01
2024-147-1D,3618GLQP0, 5340492.00,2024-09-01
2024-147-1D,3618GPQ48, 1318878.00,2024-09-01
2024-147-1D,3618GUGE6, 1159621.00,2024-09-01
2024-147-1D,3618GWDL9, 1823279.00,2024-09-01
2024-147-1D,3618GXS98, 4114548.00,2024-09-01
2024-147-1D,3618GXZP4, 1647338.00,2024-09-01
2024-147-1D,3618H56F8, 2462877.00,2024-09-01
2024-147-1D,3618H8Y79, 5680580.00,2024-09-01
2024-147-1D,3618HAKM6, 6758388.00,2024-09-01
2024-147-1D,3618HUZV6, 1299245.00,2024-09-01
2024-147-1E,3618FYBZ7, 1060935.00,2024-09-01
2024-147-1E,3618G9EF2, 7114693.00,2024-09-01
2024-147-1E,3618GHPS4, 1531427.00,2024-09-01
2024-147-1E,3618GLQQ8, 5231062.00,2024-09-01
2024-147-1E,3618GWDM7, 1878451.00,2024-09-01
2024-147-1E,3618GXTA4, 10334481.00,2024-09-01
2024-147-1E,3618GXV94, 15357309.00,2024-09-01
2024-147-1E,3618GXYG5, 8543778.00,2024-09-01
2024-147-1E,3618GXZQ2, 3184496.00,2024-09-01
2024-147-1E,3618HAKN4, 7970637.00,2024-09-01
2024-147-1E,3618HALX1, 7077921.00,2024-09-01
2024-147-1E,3618J0LN3, 1155121.00,2024-09-01
2024-147-1E,3618J2RS2, 6416522.00,2024-09-01
2024-147-1E,3618J9EL6, 160007.00,2024-09-01
2024-147-2,3618G4H52, 5540457.00,2024-09-01
2024-147-2,3618H7Z47, 22891230.00,2024-09-01
2024-147-2,3618HFJ21, 60532588.00,2024-09-01
2024-147-2,3618HJHB5, 1004174.00,2024-09-01
2024-147-2,3618HKKH5, 3696508.00,2024-09-01
2024-147-2,3618HTP73, 8092737.00,2024-09-01
2024-147-2,3618HTTU8, 6784973.00,2024-09-01
2024-147-2,3618HTWA8, 15170541.00,2024-09-01
2024-147-2,3618HVC80, 1320026.00,2024-09-01
2024-147-2,3618HVCL1, 7120101.00,2024-09-01
2024-147-2,3618HVCN7, 7533262.00,2024-09-01
2024-147-2,3618HVDR7, 2067137.00,2024-09-01
2024-147-2,3618HVE70, 2852940.00,2024-09-01
2024-147-2,3618HWC96, 1025500.00,2024-09-01
2024-147-2,3618HXTF2, 7124753.00,2024-09-01
2024-147-2,3618J2MF5, 14398342.00,2024-09-01
2024-147-2,3618JB5S6, 28518808.00,2024-09-01
2024-147-2,3618JBZ79, 4613844.00,2024-09-01
2024-147-T,36179Y5L4, 45086.00,2024-09-01
2024-148-1,3618AQLD7, 679901.00,2024-09-01
2024-148-1,3618FJC89, 992023.00,2024-09-01
2024-148-1,3618FJDC9, 521402.00,2024-09-01
2024-148-1,3618FTXF8, 496015.00,2024-09-01
2024-148-1,3618GHZQ7, 4188362.00,2024-09-01
2024-148-1,3618GM2D1, 399553.00,2024-09-01
2024-148-1,3618GVET3, 2332497.00,2024-09-01
2024-148-1,3618GX6C5, 9485189.00,2024-09-01
2024-148-1,3618GX6D3, 3420917.00,2024-09-01
2024-148-1,3618GX6E1, 4782649.00,2024-09-01
2024-148-1,3618GXSJ6, 5978311.00,2024-09-01
2024-148-1,3618GXWE2, 5978311.00,2024-09-01
2024-148-1,3618GXZE9, 5978311.00,2024-09-01
2024-148-1,3618GY2U7, 3839112.00,2024-09-01
2024-148-1,3618GY4S0, 1107145.00,2024-09-01
2024-148-1,3618GYFS8, 5201134.00,2024-09-01
2024-148-1,3618H0WR4, 4878962.00,2024-09-01
2024-148-1,3618H0WU7, 3252380.00,2024-09-01
2024-148-1,3618H0XR3, 954846.00,2024-09-01
2024-148-1,3618H2MP5, 659116.00,2024-09-01
2024-148-1,3618H3LH2, 504554.00,2024-09-01
2024-148-1,3618H3LJ8, 408141.00,2024-09-01
2024-148-1,3618H3LL3, 585715.00,2024-09-01
2024-148-1,3618H3LN9, 1575256.00,2024-09-01
2024-148-1,3618H3LQ2, 747666.00,2024-09-01
2024-148-1,3618H3LS8, 679551.00,2024-09-01
2024-148-1,3618H3LW9, 1424244.00,2024-09-01
2024-148-1,3618H4A74, 2550306.00,2024-09-01
2024-148-1,3618H4CM9, 7230277.00,2024-09-01
2024-148-1,3618H54A1, 3735846.00,2024-09-01
2024-148-1,3618H6BY9, 1714110.00,2024-09-01
2024-148-1,3618H7LB6, 777007.00,2024-09-01
2024-148-1,3618H7TZ5, 5978311.00,2024-09-01
2024-148-1,3618H9L48, 1044981.00,2024-09-01
2024-148-1,3618HA2P9, 2884091.00,2024-09-01
2024-148-1,3618HBHQ9, 5978311.00,2024-09-01
2024-148-1,3618HCMU2, 1470073.00,2024-09-01
2024-148-1,3618HCNF4, 756247.00,2024-09-01
2024-148-1,3618HCWH0, 457569.00,2024-09-01
2024-148-1,3618HHG95, 7971082.00,2024-09-01
2024-148-1,3618HHN97, 7971082.00,2024-09-01
2024-148-1,3618HK3C5, 3622522.00,2024-09-01
2024-148-1,3618HKCW1, 1253058.00,2024-09-01
2024-148-1,3618HMFQ7, 7994644.00,2024-09-01
2024-148-1,3618HN3S4, 1075223.00,2024-09-01
2024-148-1,3618HN3T2, 581319.00,2024-09-01
2024-148-1,3618HN3V7, 2614360.00,2024-09-01
2024-148-1,3618HNYA9, 640512.00,2024-09-01
2024-148-1,3618HNYC5, 730896.00,2024-09-01
2024-148-1,3618HNZM2, 629825.00,2024-09-01
2024-148-1,3618HNZP5, 868701.00,2024-09-01
2024-148-1,3618HNZR1, 3346393.00,2024-09-01
2024-148-1,3618HRDA3, 505450.00,2024-09-01
2024-148-1,3618HSAM8, 1237431.00,2024-09-01
2024-148-1,3618HSQQ2, 1160110.00,2024-09-01
2024-148-1,3618HY7H0, 1938326.00,2024-09-01
2024-148-1,3618HYYS6, 613024.00,2024-09-01
2024-148-1,3618HYZR7, 704497.00,2024-09-01
2024-148-2,3618AQLD7, 561767.00,2024-09-01
2024-148-2,3618FJC89, 819658.00,2024-09-01
2024-148-2,3618FJDC9, 430808.00,2024-09-01
2024-148-2,3618FTXF8, 409832.00,2024-09-01
2024-148-2,3618GHZQ7, 3460634.00,2024-09-01
2024-148-2,3618GM2D1, 330130.00,2024-09-01
2024-148-2,3618GVET3, 1927225.00,2024-09-01
2024-148-2,3618GX6C5, 7837137.00,2024-09-01
2024-148-2,3618GX6D3, 2826533.00,2024-09-01
2024-148-2,3618GX6E1, 3951664.00,2024-09-01
2024-148-2,3618GXSJ6, 4939580.00,2024-09-01
2024-148-2,3618GXWE2, 4939580.00,2024-09-01
2024-148-2,3618GXZE9, 4939580.00,2024-09-01
2024-148-2,3618GY2U7, 3172066.00,2024-09-01
2024-148-2,3618GY4S0, 914779.00,2024-09-01
2024-148-2,3618GYFS8, 4297437.00,2024-09-01
2024-148-2,3618H0WR4, 4031242.00,2024-09-01
2024-148-2,3618H0WU7, 2687279.00,2024-09-01
2024-148-2,3618H0XR3, 788942.00,2024-09-01
2024-148-2,3618H2MP5, 544595.00,2024-09-01
2024-148-2,3618H3LH2, 416888.00,2024-09-01
2024-148-2,3618H3LJ8, 337227.00,2024-09-01
2024-148-2,3618H3LL3, 483947.00,2024-09-01
2024-148-2,3618H3LN9, 1301555.00,2024-09-01
2024-148-2,3618H3LQ2, 617759.00,2024-09-01
2024-148-2,3618H3LS8, 561479.00,2024-09-01
2024-148-2,3618H3LW9, 1176781.00,2024-09-01
2024-148-2,3618H4A74, 2107190.00,2024-09-01
2024-148-2,3618H4CM9, 5974017.00,2024-09-01
2024-148-2,3618H54A1, 3086743.00,2024-09-01
2024-148-2,3618H6BY9, 1416284.00,2024-09-01
2024-148-2,3618H7LB6, 642002.00,2024-09-01
2024-148-2,3618H7TZ5, 4939580.00,2024-09-01
2024-148-2,3618H9L48, 863415.00,2024-09-01
2024-148-2,3618HA2P9, 2382980.00,2024-09-01
2024-148-2,3618HBHQ9, 4939580.00,2024-09-01
2024-148-2,3618HCMU2, 1214648.00,2024-09-01
2024-148-2,3618HCNF4, 624849.00,2024-09-01
2024-148-2,3618HCWH0, 378066.00,2024-09-01
2024-148-2,3618HHG95, 6586107.00,2024-09-01
2024-148-2,3618HHN97, 6586107.00,2024-09-01
2024-148-2,3618HK3C5, 2993109.00,2024-09-01
2024-148-2,3618HKCW1, 1035339.00,2024-09-01
2024-148-2,3618HMFQ7, 6605574.00,2024-09-01
2024-148-2,3618HN3S4, 888403.00,2024-09-01
2024-148-2,3618HN3T2, 480315.00,2024-09-01
2024-148-2,3618HN3V7, 2160115.00,2024-09-01
2024-148-2,3618HNYA9, 529223.00,2024-09-01
2024-148-2,3618HNYC5, 603903.00,2024-09-01
2024-148-2,3618HNZM2, 520393.00,2024-09-01
2024-148-2,3618HNZP5, 717764.00,2024-09-01
2024-148-2,3618HNZR1, 2764957.00,2024-09-01
2024-148-2,3618HRDA3, 417628.00,2024-09-01
2024-148-2,3618HSAM8, 1022427.00,2024-09-01
2024-148-2,3618HSQQ2, 958541.00,2024-09-01
2024-148-2,3618HY7H0, 1601542.00,2024-09-01
2024-148-2,3618HYYS6, 506511.00,2024-09-01
2024-148-2,3618HYZR7, 582091.00,2024-09-01
2024-148-3,3618AQLD7, 339949.00,2024-09-01
2024-148-3,3618FJC89, 496010.00,2024-09-01
2024-148-3,3618FJDC9, 260701.00,2024-09-01
2024-148-3,3618FTXF8, 248007.00,2024-09-01
2024-148-3,3618GHZQ7, 2094181.00,2024-09-01
2024-148-3,3618GM2D1, 199776.00,2024-09-01
2024-148-3,3618GVET3, 1166248.00,2024-09-01
2024-148-3,3618GX6C5, 4742595.00,2024-09-01
2024-148-3,3618GX6D3, 1710459.00,2024-09-01
2024-148-3,3618GX6E1, 2391325.00,2024-09-01
2024-148-3,3618GXSJ6, 2989156.00,2024-09-01
2024-148-3,3618GXWE2, 2989156.00,2024-09-01
2024-148-3,3618GXZE9, 2989156.00,2024-09-01
2024-148-3,3618GY2U7, 1919556.00,2024-09-01
2024-148-3,3618GY4S0, 553573.00,2024-09-01
2024-148-3,3618GYFS8, 2600567.00,2024-09-01
2024-148-3,3618H0WR4, 2439481.00,2024-09-01
2024-148-3,3618H0WU7, 1626190.00,2024-09-01
2024-148-3,3618H0XR3, 477423.00,2024-09-01
2024-148-3,3618H2MP5, 329558.00,2024-09-01
2024-148-3,3618H3LH2, 252277.00,2024-09-01
2024-148-3,3618H3LJ8, 204071.00,2024-09-01
2024-148-3,3618H3LL3, 292858.00,2024-09-01
2024-148-3,3618H3LN9, 787628.00,2024-09-01
2024-148-3,3618H3LQ2, 373833.00,2024-09-01
2024-148-3,3618H3LS8, 339776.00,2024-09-01
2024-148-3,3618H3LW9, 712122.00,2024-09-01
2024-148-3,3618H4A74, 1275153.00,2024-09-01
2024-148-3,3618H4CM9, 3615139.00,2024-09-01
2024-148-3,3618H54A1, 1867923.00,2024-09-01
2024-148-3,3618H6BY9, 857055.00,2024-09-01
2024-148-3,3618H7LB6, 388503.00,2024-09-01
2024-148-3,3618H7TZ5, 2989156.00,2024-09-01
2024-148-3,3618H9L48, 522490.00,2024-09-01
2024-148-3,3618HA2P9, 1442046.00,2024-09-01
2024-148-3,3618HBHQ9, 2989156.00,2024-09-01
2024-148-3,3618HCMU2, 735037.00,2024-09-01
2024-148-3,3618HCNF4, 378124.00,2024-09-01
2024-148-3,3618HCWH0, 228785.00,2024-09-01
2024-148-3,3618HHG95, 3985541.00,2024-09-01
2024-148-3,3618HHN97, 3985541.00,2024-09-01
2024-148-3,3618HK3C5, 1811261.00,2024-09-01
2024-148-3,3618HKCW1, 626529.00,2024-09-01
2024-148-3,3618HMFQ7, 3997322.00,2024-09-01
